/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_07_13_38_06_745.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_07_13_38_06_745.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_07_13_38_06_745.jpg,0,0,0,3.874635
/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_07_13_38_06_812.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_07_13_38_06_812.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_07_13_38_06_812.jpg,0,0,0,3.851256
/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_07_13_38_06_882.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_07_13_38_06_882.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_07_13_38_06_882.jpg,0,0,0,3.820303
/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_07_13_38_06_954.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_07_13_38_06_954.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_07_13_38_06_954.jpg,0,0,0,3.797252
/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_07_13_38_07_023.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_07_13_38_07_023.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_07_13_38_07_023.jpg,0,0,0,3.766734
/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_07_13_38_07_093.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_07_13_38_07_093.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_07_13_38_07_093.jpg,0,0,0,3.744006
/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_07_13_38_07_166.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_07_13_38_07_166.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_07_13_38_07_166.jpg,0,0,0,3.713916
/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_07_13_38_07_242.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_07_13_38_07_242.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_07_13_38_07_242.jpg,0,0,0,3.684067
/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_07_13_38_07_313.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_07_13_38_07_313.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_07_13_38_07_313.jpg,0,0,0,3.661838
/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_07_13_38_07_381.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_07_13_38_07_381.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_07_13_38_07_381.jpg,0,0,0,3.632409
/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_07_13_38_07_448.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_07_13_38_07_448.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_07_13_38_07_448.jpg,0,0,0,3.610492
/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_07_13_38_07_516.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_07_13_38_07_516.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_07_13_38_07_516.jpg,0,0,0,3.588706
/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_07_13_38_07_587.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_07_13_38_07_587.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_07_13_38_07_587.jpg,0,0,0,3.559864
/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_07_13_38_07_659.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_07_13_38_07_659.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_07_13_38_07_659.jpg,0,0,0,3.531254
/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_07_13_38_07_728.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_07_13_38_07_728.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_07_13_38_07_728.jpg,0,0,0,3.509947
/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_07_13_38_07_797.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_07_13_38_07_797.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_07_13_38_07_797.jpg,0,0,0,3.488769
/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_07_13_38_07_866.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_07_13_38_07_866.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_07_13_38_07_866.jpg,0,0,0,3.46073
/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_07_13_38_07_937.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_07_13_38_07_937.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_07_13_38_07_937.jpg,0,0,0,3.439849
/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_07_13_38_08_006.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_07_13_38_08_006.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_07_13_38_08_006.jpg,0,0,0,3.412203
/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_07_13_38_08_075.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_07_13_38_08_075.jpg,/Users/h130363/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_07_13_38_08_075.jpg,0,0,0,3.391614
